optimization_rank,campaign_id,campaign_name,normalized_channel,spend,conversions,attributed_revenue,attributed_roas,cost_per_conversion,spend_share,revenue_share,efficiency_gap,opportunity_score,waste_budget_flag,recommended_action,recommended_budget_shift_pct,recommended_monthly_budget,optimization_reason
59,CMP-000043,Retargeting Global 2024 Social,paid_social,21599.84,309,84975.0,3.9340569189401404,69.90239482200647,0.005814952768611591,0.008010369410239793,0.0021954166416282023,22.589956104314638,False,maintain,0.0,21599.84,Balanced spend and conversion performance.
60,CMP-000078,Product Launch EMEA 2024 Social,paid_social,20820.04,298,81950.0,3.936111554060415,69.86590604026846,0.005605020650180931,0.007725210628645496,0.0021201899784645643,22.458783712277167,False,maintain,0.0,20820.04,Balanced spend and conversion performance.
62,CMP-000057,Brand Search EMEA Q4 Social,paid_social,17836.1,258,70950.0,3.977887542680295,69.13217054263565,0.00480170589579521,0.006688269604666235,0.0018865637088710252,22.123302760539588,False,maintain,0.0,17836.1,Balanced spend and conversion performance.
63,CMP-000060,retargeting_us_fy25_social,paid_social,58424.67,700,192500.0,3.2948410320503307,83.46381428571428,0.01572866727585568,0.01814646791963707,0.0024178006437813905,21.613649855472797,False,maintain,0.0,58424.67,Balanced spend and conversion performance.
66,CMP-000039,COMPETITOR SEARCH EMEA Q4 SOCIAL,paid_social,31888.11,397,109175.0,3.423689895700937,80.32269521410579,0.0085846864388945,0.010291639662994167,0.0017069532240996665,20.512824773831937,False,maintain,0.0,31888.11,Balanced spend and conversion performance.
67,CMP-000079,Cart Recovery APAC 2024 Social,paid_social,19992.22,264,72600.0,3.6314126195089886,75.72810606060607,0.005382160934511183,0.006843810758263124,0.0014616498237519406,20.27691780177458,False,maintain,0.0,19992.22,Balanced spend and conversion performance.
68,CMP-000072,Lifecycle Winback US 2025 Social,paid_social,17538.14,236,64900.0,3.7005064391092786,74.31415254237288,0.004721491258699031,0.006117952041477641,0.0013964607827786097,20.248556369535134,False,maintain,0.0,17538.14,Balanced spend and conversion performance.
69,CMP-000008,product_launch_apac_fy25_social,paid_social,11142.55,161,44275.0,3.973506962050877,69.20838509316769,0.0029997167558599084,0.004173687621516526,0.0011739708656566179,20.22733916680697,False,maintain,0.0,11142.55,Balanced spend and conversion performance.
72,CMP-000049,Lifecycle Winback APAC FY25 Social,paid_social,12384.92,168,46200.0,3.7303430300720555,73.71976190476191,0.003334178625537646,0.004355152300712897,0.0010209736751752505,19.146491652940632,False,maintain,0.0,12384.92,Balanced spend and conversion performance.
73,CMP-000001,Retargeting NA 2024 Social,paid_social,8510.17,122,33550.0,3.942341927364553,69.75549180327869,0.0022910464430688053,0.0031626701231367467,0.0008716236800679414,18.979992383193125,False,maintain,0.0,8510.17,Balanced spend and conversion performance.
74,CMP-000037,Regional Expansion APAC 2025 Social,paid_social,11163.71,151,41525.0,3.719641588683332,73.93185430463575,0.0030054132980835463,0.003914452365521711,0.0009090390674381644,18.69612531259027,False,maintain,0.0,11163.71,Balanced spend and conversion performance.
