customer_key,customer_id,lead_id,customer_segment,is_current
CUST-0000072717,CUST-0000072717,,smb_value,True
CUST-0000095428,CUST-0000095428,,smb_value,True
CUST-0000100841,CUST-0000100841,,smb_value,True
CUST-0000105338,CUST-0000105338,,smb_value,True
CUST-0000110121,CUST-0000110121,,smb_value,True
CUST-0000110991,CUST-0000110991,,smb_value,True
CUST-0000130346,CUST-0000130346,,smb_value,True
CUST-0000174595,CUST-0000174595,,smb_value,True
CUST-0000201113,CUST-0000201113,,smb_value,True
CUST-0000212094,CUST-0000212094,,smb_value,True
CUST-0000223521,CUST-0000223521,,smb_value,True
CUST-0000236316,CUST-0000236316,,smb_value,True
CUST-0000259675,CUST-0000259675,,smb_value,True
CUST-0000312720,CUST-0000312720,,smb_value,True
CUST-0000354064,CUST-0000354064,,smb_value,True
CUST-0000354456,CUST-0000354456,,smb_value,True
CUST-0000380901,CUST-0000380901,,smb_value,True
CUST-0000389337,CUST-0000389337,,smb_value,True
CUST-0000401883,CUST-0000401883,,smb_value,True
CUST-0000412236,CUST-0000412236,,mid_market_value,True
CUST-0000413624,CUST-0000413624,,smb_value,True
CUST-0000415675,CUST-0000415675,,smb_value,True
CUST-0000416734,CUST-0000416734,,smb_value,True
CUST-0000423904,CUST-0000423904,,smb_value,True
CUST-0000425932,CUST-0000425932,,smb_value,True
CUST-0000429306,CUST-0000429306,,smb_value,True
CUST-0000448494,CUST-0000448494,,smb_value,True
CUST-0000492723,CUST-0000492723,,smb_value,True
CUST-0000498905,CUST-0000498905,,smb_value,True
CUST-0000545264,CUST-0000545264,,smb_value,True
CUST-0000599431,CUST-0000599431,,smb_value,True
CUST-0000603312,CUST-0000603312,,smb_value,True
CUST-0000624273,CUST-0000624273,,smb_value,True
CUST-0000653216,CUST-0000653216,,smb_value,True
CUST-0000674180,CUST-0000674180,,smb_value,True
CUST-0000688402,CUST-0000688402,,smb_value,True
CUST-0000693908,CUST-0000693908,,smb_value,True
CUST-0000694772,CUST-0000694772,,smb_value,True
CUST-0000705493,CUST-0000705493,,smb_value,True
CUST-0000709003,CUST-0000709003,,smb_value,True
CUST-0000710158,CUST-0000710158,,smb_value,True
CUST-0000710910,CUST-0000710910,,smb_value,True
CUST-0000720070,CUST-0000720070,,smb_value,True
CUST-0000739836,CUST-0000739836,,smb_value,True
CUST-0000743401,CUST-0000743401,,smb_value,True
CUST-0000745817,CUST-0000745817,,smb_value,True
CUST-0000764641,CUST-0000764641,,smb_value,True
CUST-0000788285,CUST-0000788285,,smb_value,True
CUST-0000809861,CUST-0000809861,,smb_value,True
CUST-0000850910,CUST-0000850910,,mid_market_value,True
CUST-0000861463,CUST-0000861463,,smb_value,True
CUST-0000892736,CUST-0000892736,,smb_value,True
CUST-0000915314,CUST-0000915314,,smb_value,True
CUST-0000976243,CUST-0000976243,,smb_value,True
CUST-0000995135,CUST-0000995135,,smb_value,True
CUST-0001020720,CUST-0001020720,,smb_value,True
CUST-0001026780,CUST-0001026780,,smb_value,True
CUST-0001039120,CUST-0001039120,,smb_value,True
CUST-0001040408,CUST-0001040408,,smb_value,True
CUST-0001063397,CUST-0001063397,,smb_value,True
CUST-0001099137,CUST-0001099137,,smb_value,True
CUST-0001115584,CUST-0001115584,,smb_value,True
CUST-0001122023,CUST-0001122023,,smb_value,True
CUST-0001123509,CUST-0001123509,,smb_value,True
CUST-0001125715,CUST-0001125715,,smb_value,True
CUST-0001138959,CUST-0001138959,,smb_value,True
CUST-0001163405,CUST-0001163405,,smb_value,True
CUST-0001203629,CUST-0001203629,,smb_value,True
CUST-0001208175,CUST-0001208175,,smb_value,True
CUST-0001229971,CUST-0001229971,,mid_market_value,True
CUST-0001230294,CUST-0001230294,,smb_value,True
CUST-0001279604,CUST-0001279604,,smb_value,True
CUST-0001320387,CUST-0001320387,,smb_value,True
CUST-0001323212,CUST-0001323212,,smb_value,True
CUST-0001378439,CUST-0001378439,,smb_value,True
CUST-0001480520,CUST-0001480520,,smb_value,True
CUST-0001483993,CUST-0001483993,,mid_market_value,True
CUST-0001528341,CUST-0001528341,,smb_value,True
CUST-0001550354,CUST-0001550354,,smb_value,True
CUST-0001575324,CUST-0001575324,,mid_market_value,True
CUST-0001595665,CUST-0001595665,,smb_value,True
CUST-0001627542,CUST-0001627542,,smb_value,True
CUST-0001637125,CUST-0001637125,,smb_value,True
CUST-0001645787,CUST-0001645787,,smb_value,True
CUST-0001648455,CUST-0001648455,,smb_value,True
CUST-0001657874,CUST-0001657874,,smb_value,True
CUST-0001678108,CUST-0001678108,,smb_value,True
CUST-0001703045,CUST-0001703045,,smb_value,True
CUST-0001731805,CUST-0001731805,,smb_value,True
CUST-0001784045,CUST-0001784045,,smb_value,True
CUST-0001821979,CUST-0001821979,,smb_value,True
CUST-0001822302,CUST-0001822302,,mid_market_value,True
CUST-0001836107,CUST-0001836107,,smb_value,True
CUST-0001848960,CUST-0001848960,,smb_value,True
CUST-0001857303,CUST-0001857303,,smb_value,True
CUST-0001857697,CUST-0001857697,,smb_value,True
CUST-0001903950,CUST-0001903950,,smb_value,True
CUST-0001924201,CUST-0001924201,,smb_value,True
CUST-0001942589,CUST-0001942589,,smb_value,True
CUST-0001950979,CUST-0001950979,,smb_value,True
CUST-0001962453,CUST-0001962453,,smb_value,True
CUST-0001972678,CUST-0001972678,,smb_value,True
CUST-0001993707,CUST-0001993707,,smb_value,True
CUST-0002005519,CUST-0002005519,,smb_value,True
CUST-0002059090,CUST-0002059090,,smb_value,True
CUST-0002080594,CUST-0002080594,,smb_value,True
CUST-0002106716,CUST-0002106716,,smb_value,True
CUST-0002106857,CUST-0002106857,,mid_market_value,True
CUST-0002119346,CUST-0002119346,,smb_value,True
CUST-0002131331,CUST-0002131331,,smb_value,True
CUST-0002151025,CUST-0002151025,,smb_value,True
CUST-0002169188,CUST-0002169188,,smb_value,True
CUST-0002181764,CUST-0002181764,,smb_value,True
CUST-0002234907,CUST-0002234907,,smb_value,True
CUST-0002273189,CUST-0002273189,,smb_value,True
CUST-0002311039,CUST-0002311039,,smb_value,True
CUST-0002327100,CUST-0002327100,,smb_value,True
CUST-0002376670,CUST-0002376670,,smb_value,True
CUST-0002474927,CUST-0002474927,,smb_value,True
CUST-0002477595,CUST-0002477595,,mid_market_value,True
CUST-0002481639,CUST-0002481639,,smb_value,True
CUST-0002492669,CUST-0002492669,,mid_market_value,True
CUST-0002540252,CUST-0002540252,,smb_value,True
CUST-0002567222,CUST-0002567222,,mid_market_value,True
CUST-0002588803,CUST-0002588803,,smb_value,True
CUST-0002591176,CUST-0002591176,,smb_value,True
CUST-0002591325,CUST-0002591325,,smb_value,True
CUST-0002609037,CUST-0002609037,,smb_value,True
CUST-0002615071,CUST-0002615071,,smb_value,True
CUST-0002642465,CUST-0002642465,,smb_value,True
CUST-0002649980,CUST-0002649980,,smb_value,True
CUST-0002704798,CUST-0002704798,,smb_value,True
CUST-0002711059,CUST-0002711059,,smb_value,True
CUST-0002723844,CUST-0002723844,,smb_value,True
CUST-0002749310,CUST-0002749310,,smb_value,True
CUST-0002762932,CUST-0002762932,,smb_value,True
CUST-0002776933,CUST-0002776933,,smb_value,True
CUST-0002806927,CUST-0002806927,,smb_value,True
CUST-0002812252,CUST-0002812252,,smb_value,True
CUST-0002828222,CUST-0002828222,,smb_value,True
CUST-0002828838,CUST-0002828838,,smb_value,True
CUST-0002856268,CUST-0002856268,,smb_value,True
CUST-0002856318,CUST-0002856318,,mid_market_value,True
CUST-0002872407,CUST-0002872407,,smb_value,True
CUST-0002909884,CUST-0002909884,,smb_value,True
CUST-0002917749,CUST-0002917749,,smb_value,True
CUST-0002918816,CUST-0002918816,,smb_value,True
CUST-0002943794,CUST-0002943794,,smb_value,True
CUST-0002952288,CUST-0002952288,,smb_value,True
CUST-0002962478,CUST-0002962478,,smb_value,True
CUST-0002997425,CUST-0002997425,,smb_value,True
CUST-0003003636,CUST-0003003636,,smb_value,True
CUST-0003022613,CUST-0003022613,,smb_value,True
CUST-0003036748,CUST-0003036748,,smb_value,True
CUST-0003039980,CUST-0003039980,,smb_value,True
CUST-0003052086,CUST-0003052086,,smb_value,True
CUST-0003066768,CUST-0003066768,,smb_value,True
CUST-0003093986,CUST-0003093986,,smb_value,True
CUST-0003148780,CUST-0003148780,,mid_market_value,True
CUST-0003163612,CUST-0003163612,,smb_value,True
CUST-0003240670,CUST-0003240670,,smb_value,True
CUST-0003264513,CUST-0003264513,,smb_value,True
CUST-0003285562,CUST-0003285562,,smb_value,True
CUST-0003301348,CUST-0003301348,,smb_value,True
CUST-0003301382,CUST-0003301382,,mid_market_value,True
CUST-0003344798,CUST-0003344798,,smb_value,True
CUST-0003374698,CUST-0003374698,,smb_value,True
CUST-0003391294,CUST-0003391294,,smb_value,True
CUST-0003426183,CUST-0003426183,,smb_value,True
CUST-0003442167,CUST-0003442167,,smb_value,True
CUST-0003452525,CUST-0003452525,,smb_value,True
CUST-0003517654,CUST-0003517654,,smb_value,True
CUST-0003537015,CUST-0003537015,,smb_value,True
CUST-0003548607,CUST-0003548607,,smb_value,True
CUST-0003555097,CUST-0003555097,,smb_value,True
CUST-0003578126,CUST-0003578126,,smb_value,True
CUST-0003582372,CUST-0003582372,,smb_value,True
CUST-0003600723,CUST-0003600723,,smb_value,True
CUST-0003615433,CUST-0003615433,,mid_market_value,True
CUST-0003615829,CUST-0003615829,,smb_value,True
CUST-0003633754,CUST-0003633754,,smb_value,True
CUST-0003645674,CUST-0003645674,,smb_value,True
CUST-0003650756,CUST-0003650756,,smb_value,True
CUST-0003681599,CUST-0003681599,,smb_value,True
CUST-0003682759,CUST-0003682759,,smb_value,True
CUST-0003696387,CUST-0003696387,,smb_value,True
CUST-0003706932,CUST-0003706932,,smb_value,True
CUST-0003720651,CUST-0003720651,,smb_value,True
CUST-0003730376,CUST-0003730376,,smb_value,True
CUST-0003748144,CUST-0003748144,,smb_value,True
CUST-0003752497,CUST-0003752497,,smb_value,True
CUST-0003760362,CUST-0003760362,,smb_value,True
CUST-0003774042,CUST-0003774042,,smb_value,True
CUST-0003787428,CUST-0003787428,,smb_value,True
CUST-0003788742,CUST-0003788742,,mid_market_value,True
CUST-0003823846,CUST-0003823846,,smb_value,True
CUST-0003833112,CUST-0003833112,,smb_value,True
CUST-0003838005,CUST-0003838005,,smb_value,True
CUST-0003845757,CUST-0003845757,,smb_value,True
CUST-0003849486,CUST-0003849486,,smb_value,True
CUST-0003868611,CUST-0003868611,,smb_value,True
CUST-0003902699,CUST-0003902699,,smb_value,True
CUST-0003908228,CUST-0003908228,,smb_value,True
CUST-0003930856,CUST-0003930856,,smb_value,True
CUST-0003943253,CUST-0003943253,,smb_value,True
CUST-0003992241,CUST-0003992241,,smb_value,True
CUST-0004042566,CUST-0004042566,,smb_value,True
CUST-0004059216,CUST-0004059216,,smb_value,True
CUST-0004062485,CUST-0004062485,,smb_value,True
CUST-0004064746,CUST-0004064746,,smb_value,True
CUST-0004070039,CUST-0004070039,,smb_value,True
CUST-0004098179,CUST-0004098179,,smb_value,True
CUST-0004133618,CUST-0004133618,,smb_value,True
CUST-0004164599,CUST-0004164599,,smb_value,True
CUST-0004187749,CUST-0004187749,,smb_value,True
CUST-0004207863,CUST-0004207863,,smb_value,True
CUST-0004230579,CUST-0004230579,,smb_value,True
CUST-0004267247,CUST-0004267247,,mid_market_value,True
CUST-0004287903,CUST-0004287903,,smb_value,True
CUST-0004295785,CUST-0004295785,,smb_value,True
CUST-0004329023,CUST-0004329023,,smb_value,True
CUST-0004346624,CUST-0004346624,,smb_value,True
CUST-0004352523,CUST-0004352523,,smb_value,True
CUST-0004359871,CUST-0004359871,,smb_value,True
CUST-0004375054,CUST-0004375054,,smb_value,True
CUST-0004414307,CUST-0004414307,,mid_market_value,True
CUST-0004430153,CUST-0004430153,,smb_value,True
CUST-0004451385,CUST-0004451385,,smb_value,True
CUST-0004486329,CUST-0004486329,,smb_value,True
CUST-0004507536,CUST-0004507536,,smb_value,True
CUST-0004519911,CUST-0004519911,,smb_value,True
CUST-0004539513,CUST-0004539513,,smb_value,True
CUST-0004550470,CUST-0004550470,,smb_value,True
CUST-0004579444,CUST-0004579444,,smb_value,True
CUST-0004583710,CUST-0004583710,,mid_market_value,True
CUST-0004600162,CUST-0004600162,,smb_value,True
CUST-0004608424,CUST-0004608424,,smb_value,True
CUST-0004612862,CUST-0004612862,,smb_value,True
CUST-0004613306,CUST-0004613306,,smb_value,True
CUST-0004618022,CUST-0004618022,,smb_value,True
CUST-0004622233,CUST-0004622233,,smb_value,True
CUST-0004633568,CUST-0004633568,,smb_value,True
CUST-0004639505,CUST-0004639505,,smb_value,True
CUST-0004655399,CUST-0004655399,,smb_value,True
CUST-0004698688,CUST-0004698688,,smb_value,True
CUST-0004712190,CUST-0004712190,,smb_value,True
CUST-0004730685,CUST-0004730685,,smb_value,True
CUST-0004737504,CUST-0004737504,,smb_value,True
CUST-0004740764,CUST-0004740764,,smb_value,True
CUST-0004763110,CUST-0004763110,,smb_value,True
CUST-0004769993,CUST-0004769993,,smb_value,True
CUST-0004801036,CUST-0004801036,,smb_value,True
CUST-0004806184,CUST-0004806184,,smb_value,True
CUST-0004848759,CUST-0004848759,,smb_value,True
CUST-0004854424,CUST-0004854424,,smb_value,True
CUST-0004856923,CUST-0004856923,,smb_value,True
CUST-0004869095,CUST-0004869095,,smb_value,True
CUST-0004873465,CUST-0004873465,,smb_value,True
CUST-0004891053,CUST-0004891053,,smb_value,True
CUST-0004901181,CUST-0004901181,,smb_value,True
CUST-0004929375,CUST-0004929375,,smb_value,True
CUST-0004987172,CUST-0004987172,,smb_value,True
CUST-0004988727,CUST-0004988727,,smb_value,True
CUST-0004998560,CUST-0004998560,,smb_value,True
CUST-0005001780,CUST-0005001780,,smb_value,True
CUST-0005005611,CUST-0005005611,,smb_value,True
CUST-0005007338,CUST-0005007338,,smb_value,True
CUST-0005033243,CUST-0005033243,,smb_value,True
CUST-0005040910,CUST-0005040910,,smb_value,True
CUST-0005041075,CUST-0005041075,,smb_value,True
CUST-0005066417,CUST-0005066417,,smb_value,True
CUST-0005094714,CUST-0005094714,,smb_value,True
CUST-0005097368,CUST-0005097368,,smb_value,True
CUST-0005109804,CUST-0005109804,,smb_value,True
CUST-0005129984,CUST-0005129984,,smb_value,True
CUST-0005153586,CUST-0005153586,,smb_value,True
CUST-0005176470,CUST-0005176470,,smb_value,True
CUST-0005284129,CUST-0005284129,,smb_value,True
CUST-0005308085,CUST-0005308085,,smb_value,True
CUST-0005354158,CUST-0005354158,,smb_value,True
CUST-0005361621,CUST-0005361621,,smb_value,True
CUST-0005392906,CUST-0005392906,,smb_value,True
CUST-0005395761,CUST-0005395761,,mid_market_value,True
CUST-0005410289,CUST-0005410289,,smb_value,True
CUST-0005435823,CUST-0005435823,,smb_value,True
CUST-0005483213,CUST-0005483213,,smb_value,True
CUST-0005484278,CUST-0005484278,,smb_value,True
CUST-0005511786,CUST-0005511786,,smb_value,True
CUST-0005519226,CUST-0005519226,,smb_value,True
CUST-0005529905,CUST-0005529905,,smb_value,True
CUST-0005586029,CUST-0005586029,,smb_value,True
CUST-0005594791,CUST-0005594791,,smb_value,True
CUST-0005624847,CUST-0005624847,,smb_value,True
CUST-0005636267,CUST-0005636267,,smb_value,True
CUST-0005640845,CUST-0005640845,,smb_value,True
CUST-0005705741,CUST-0005705741,,mid_market_value,True
CUST-0005747547,CUST-0005747547,,smb_value,True
CUST-0005757394,CUST-0005757394,,smb_value,True
CUST-0005792736,CUST-0005792736,,smb_value,True
CUST-0005801233,CUST-0005801233,,smb_value,True
CUST-0005805231,CUST-0005805231,,smb_value,True
CUST-0005807218,CUST-0005807218,,smb_value,True
CUST-0005823396,CUST-0005823396,,smb_value,True
CUST-0005856774,CUST-0005856774,,smb_value,True
CUST-0005858867,CUST-0005858867,,smb_value,True
CUST-0005891315,CUST-0005891315,,mid_market_value,True
CUST-0005907119,CUST-0005907119,,smb_value,True
CUST-0005917460,CUST-0005917460,,smb_value,True
CUST-0005925739,CUST-0005925739,,smb_value,True
CUST-0005927807,CUST-0005927807,,smb_value,True
CUST-0005929315,CUST-0005929315,,smb_value,True
CUST-0005949180,CUST-0005949180,,smb_value,True
CUST-0006021632,CUST-0006021632,,smb_value,True
CUST-0006050401,CUST-0006050401,,smb_value,True
CUST-0006054442,CUST-0006054442,,smb_value,True
CUST-0006070671,CUST-0006070671,,smb_value,True
CUST-0006079321,CUST-0006079321,,smb_value,True
CUST-0006081789,CUST-0006081789,,smb_value,True
CUST-0006120942,CUST-0006120942,,smb_value,True
CUST-0006146011,CUST-0006146011,,smb_value,True
CUST-0006163889,CUST-0006163889,,smb_value,True
CUST-0006164358,CUST-0006164358,,smb_value,True
CUST-0006168556,CUST-0006168556,,mid_market_value,True
CUST-0006202549,CUST-0006202549,,smb_value,True
CUST-0006207911,CUST-0006207911,,smb_value,True
CUST-0006215573,CUST-0006215573,,smb_value,True
CUST-0006231030,CUST-0006231030,,smb_value,True
CUST-0006264553,CUST-0006264553,,smb_value,True
CUST-0006267586,CUST-0006267586,,smb_value,True
CUST-0006293128,CUST-0006293128,,smb_value,True
CUST-0006294981,CUST-0006294981,,smb_value,True
CUST-0006308546,CUST-0006308546,,smb_value,True
CUST-0006346363,CUST-0006346363,,smb_value,True
CUST-0006347114,CUST-0006347114,,smb_value,True
CUST-0006397954,CUST-0006397954,,smb_value,True
CUST-0006413268,CUST-0006413268,,smb_value,True
CUST-0006427427,CUST-0006427427,,smb_value,True
CUST-0006458348,CUST-0006458348,,smb_value,True
CUST-0006469081,CUST-0006469081,,smb_value,True
CUST-0006473351,CUST-0006473351,,smb_value,True
CUST-0006483634,CUST-0006483634,,smb_value,True
CUST-0006506785,CUST-0006506785,,smb_value,True
CUST-0006514832,CUST-0006514832,,smb_value,True
CUST-0006525724,CUST-0006525724,,smb_value,True
CUST-0006554741,CUST-0006554741,,mid_market_value,True
CUST-0006554880,CUST-0006554880,,smb_value,True
CUST-0006579183,CUST-0006579183,,smb_value,True
CUST-0006587327,CUST-0006587327,,smb_value,True
CUST-0006597397,CUST-0006597397,,smb_value,True
CUST-0006656648,CUST-0006656648,,mid_market_value,True
CUST-0006661576,CUST-0006661576,,smb_value,True
CUST-0006677760,CUST-0006677760,,smb_value,True
CUST-0006699129,CUST-0006699129,,smb_value,True
CUST-0006733006,CUST-0006733006,,smb_value,True
CUST-0006762156,CUST-0006762156,,smb_value,True
CUST-0006804206,CUST-0006804206,,smb_value,True
CUST-0006813507,CUST-0006813507,,smb_value,True
CUST-0006821293,CUST-0006821293,,smb_value,True
CUST-0006823788,CUST-0006823788,,smb_value,True
CUST-0006870572,CUST-0006870572,,smb_value,True
CUST-0006881825,CUST-0006881825,,smb_value,True
CUST-0006886945,CUST-0006886945,,smb_value,True
CUST-0006937544,CUST-0006937544,,smb_value,True
CUST-0006944477,CUST-0006944477,,smb_value,True
CUST-0006951954,CUST-0006951954,,smb_value,True
CUST-0006958583,CUST-0006958583,,smb_value,True
CUST-0006959955,CUST-0006959955,,smb_value,True
CUST-0006961313,CUST-0006961313,,smb_value,True
CUST-0006982039,CUST-0006982039,,smb_value,True
CUST-0007024600,CUST-0007024600,,mid_market_value,True
CUST-0007026252,CUST-0007026252,,smb_value,True
CUST-0007036038,CUST-0007036038,,smb_value,True
CUST-0007054126,CUST-0007054126,,smb_value,True
CUST-0007057631,CUST-0007057631,,smb_value,True
